passenger,name,package,luggage,station,bureau,address
True,八都,False,False,False,南昌铁路局,江西省吉水县八都镇
True,坂尾,False,False,False,南昌铁路局,福建省龙岩市新罗区雁石镇坂尾村
True,彬江,False,False,False,南昌铁路局,江西省宜春袁州区彬江镇三姑桥居委会
True,大深,False,False,False,南昌铁路局,福建省漳平市芦芝乡大深村
True,大洋洲,False,False,False,南昌铁路局,江西省新干县大洋州镇
True,福德,False,False,False,南昌铁路局,福建省泉州市安溪县感德乡福德村
True,福港,False,False,False,南昌铁路局,江西省景德镇市浮梁县蛟潭镇福港乡梧溪村
True,甘棠,False,False,False,南昌铁路局,江西省乐平市礼林镇甘棠火车站
True,感德,False,False,False,南昌铁路局,福建省泉州市安溪县感德乡
True,赣县,False,False,False,南昌铁路局,江西省赣县江口镇
True,安化,False,False,True,广铁集团,湖南省安化县坪口镇
True,赣州东,False,False,False,南昌铁路局,江西省赣县梅林镇
True,高兴镇,False,False,False,南昌铁路局,江西省兴国县高兴镇
True,格口,False,False,False,南昌铁路局,福建省泉州市安溪县感德镇福田乡格口村
True,冠朝,False,False,False,南昌铁路局,江西省泰和县冠朝镇
True,河田,False,False,False,南昌铁路局,福建省龙岩市长汀县河田镇
True,横岗,False,False,False,南昌铁路局,江西省南昌县莲塘镇横岗火车站
True,湖头,False,False,False,南昌铁路局,福建省泉州市安溪县湖头镇
False,连云港站（既有）,False,False,True,上海铁路局,江苏省连云港市新浦区人民东路1号
True,北滘,False,False,True,广铁集团,广东省广东省佛山市顺德区北滘镇西海村群力路与三乐路交叉口轻轨北滘站
True,碧江,False,False,True,广铁集团,广东省广东省佛山市顺德区北滘镇碧江村长宁路17号对面
True,博鳌,False,False,True,广铁集团,海南省琼海市中原镇博鳌火车站
True,长沙,True,True,True,广铁集团,湖南省长沙市车站中路406号
True,长沙南,False,False,True,广铁集团,湖南省长沙市雨花区花侯路
True,常德,True,True,True,广铁集团,湖南省常德市武陵大道北段
True,常平,True,True,True,广铁集团,广东省东莞市常平镇口岸大道13号
True,画桥,False,False,False,南昌铁路局,江西省余江县画桥镇
True,基太,False,False,False,南昌铁路局,福建省漳平市西园乡基太村
True,吉安南,False,False,False,南昌铁路局,江西省吉安县永河镇
True,吉水,False,False,False,南昌铁路局,江西省吉水县文峰镇
True,金峰山,False,False,False,南昌铁路局,福建省龙岩市长汀县古城镇
True,醪桥,False,False,False,南昌铁路局,江西省吉水县醪桥镇
True,阿城,True,True,True,哈尔滨铁路局,黑龙江省哈尔滨市阿城区会宁路61号
True,东海县站（既有）,True,True,True,上海铁路局,江苏省连云港市东海县牛山镇站前街41号
True,新沂站（既有）,True,True,True,上海铁路局,江苏省新沂市徐海路88号
True,邳州站（既有）,True,True,True,上海铁路局,江苏省邳州市解放路1号
True,黄口站（既有）,False,False,True,上海铁路局,安徽省萧县黄口镇人民路南段
True,砀山站（既有）,True,True,True,上海铁路局,安徽省宿州市砀山县站前路1号
True,广州西,False,False,False,广铁集团,广东深广州市荔湾区西湾东路5号
True,锦和,False,False,False,广铁集团,湖南省麻阳县锦和镇
True,泸阳,False,False,False,广铁集团,湖南省中方县泸阳镇
True,马田墟,False,False,False,广铁集团,湖南省永兴县马田镇罗尾村
True,北牟,False,False,False,济南铁路局,山东省淄博市淄川区太河镇北牟村
True,范镇,False,False,False,济南铁路局,山东省泰安市岱岳区范镇镇
True,黑旺,False,False,False,济南铁路局,山东省淄博市淄川区寨里镇
True,潮汕,False,False,True,广铁集团,广东省潮汕市潮安县沙溪镇
True,潮阳,False,False,True,广铁集团,广东省汕头市潮阳区
True,潮州,True,True,True,广铁集团,广东省潮州市安揭路
True,郴州,True,True,True,广铁集团,湖南省郴州市解放路1号
True,郴州西,False,False,True,广铁集团,湖南省郴州市开发区增湖路
True,莲塘,False,False,False,南昌铁路局,江西省南昌县莲塘镇莲镇中大道南井路454号
True,南安,False,False,False,南昌铁路局,福建省南安市美林街道办事处
True,南康,False,False,False,南昌铁路局,江西省南康市金鸡镇
True,南塘镇,False,False,False,南昌铁路局,江西省赣县南塘镇
True,鲇鱼山,False,False,False,南昌铁路局,江西省景德镇市昌江区鲇鱼山镇
True,苹林,False,False,False,南昌铁路局,福建省龙岩市新罗区铁山镇苹林村
True,泉江,False,False,False,南昌铁路局,江西省萍乡市安源区高坑镇泉江村
True,安仁,False,False,True,南昌铁路局,湖南省安仁县军山乡芙塘村
True,安龙,False,False,True,南宁铁路局,贵州省安龙县德卧镇
True,百色,True,True,True,南宁铁路局,广西壮族自治区百色市城东二路3-4号
True,北海,False,False,True,南宁铁路局,广西壮族自治区北海市北京南路
True,阿里河,True,True,True,哈尔滨铁路局,内蒙古自治区呼伦贝尔盟鄂伦春自治旗阿里河镇
True,阿龙山,True,True,True,哈尔滨铁路局,内蒙古自治区呼伦贝尔根河市阿龙山镇
True,阿木尔,False,False,True,哈尔滨铁路局,黑龙江省大兴安岭地区漠河县劲涛镇
True,安达,True,True,True,哈尔滨铁路局,黑龙江省安达市铁路街
True,安家,False,False,True,哈尔滨铁路局,黑龙江省五常市安家镇
True,昂昂溪,True,True,True,哈尔滨铁路局,黑龙江省齐齐哈尔市昂昂溪区陵园路23号
True,八面通,False,False,True,哈尔滨铁路局,黑龙江省穆棱市八面通镇
True,夏邑县站（既有）,True,True,True,上海铁路局,河南省商丘市夏邑县车站镇站前路西段
True,虞城县站（既有）,True,True,True,上海铁路局,河南省商丘市虞城县城关镇车站路中段
True,淮北站（既有）,True,True,True,上海铁路局,安徽省淮北市相山区站前路1号（北）
True,宿州站（既有）,False,False,True,上海铁路局,安徽省宿州市埇桥区工人路248号（西）
True,涡阳站（既有）,True,True,True,上海铁路局,安徽省亳州市涡阳县站前路1号（西）
True,青龙山站（既有）,False,False,True,上海铁路局,安徽省淮北市烈山区青龙山火车站
True,灵璧站（既有）,True,True,True,上海铁路局,安徽省宿州市灵璧县灵璧火车站
True,梅江,False,False,False,广铁集团,重庆市秀山县梅江镇
True,石门县,False,False,False,广铁集团,湖南省石门县
True,塘豹,False,False,False,广铁集团,湖南省通道县县溪镇塘豹村
True,桃映,False,False,False,广铁集团,贵州省江口县桃映镇
,,,,,,
True,口头,False,False,False,济南铁路局,山东省淄博市淄川区太河镇西石门村
True,莱芜西,False,False,False,济南铁路局,山东省莱芜市莱城区张家洼镇大芹村南
True,蔺家楼,False,False,False,济南铁路局,山东省莱芜市莱城区方下镇蔺家楼村
True,刘征,False,False,False,济南铁路局,山东省淄博市临淄区金山镇北崖村
True,南博山,False,False,False,济南铁路局,山东省淄博市博山区南博山村
True,上高镇,False,False,False,济南铁路局,山东省泰安市泰山区上高镇
True,司家岭,False,False,False,济南铁路局,山东省莱芜市莱城区杨庄镇司家岭村
True,西桐古,False,False,False,济南铁路局,山东省淄博市淄川区太河镇西桐古村
True,燕家庄,False,False,False,济南铁路局,山东省泰安市泰山区邱家店镇前燕家庄村
True,曹家伙场,False,False,False,西安铁路局,陕西省榆林市榆阳区金鸡滩镇喇嘛滩村
True,茶镇,False,False,False,西安铁路局,陕西省汉中市西乡县茶镇乡
True,常兴,False,False,False,西安铁路局,陕西省宝鸡市眉县常兴镇
True,池河,False,False,False,西安铁路局,陕西省安康市石泉县池河镇
True,大荔北,False,False,False,西安铁路局,陕西省渭南市大荔县境内（距县城22公里）
True,大滩,False,False,False,西安铁路局,四川省广元市朝天区大滩镇
True,辰溪,False,False,True,广铁集团,湖南省辰溪县火马冲
True,慈利,False,False,True,广铁集团,湖南省张家界市慈利县零阳镇
True,大埔,False,False,True,广铁集团,广东省梅州市大埔县三河镇
True,低庄,False,False,True,广铁集团,湖南省溆浦县低庄镇
True,东升,False,False,True,广铁集团,广东省中山市小榄镇东升轻轨站
True,东莞,False,False,True,广铁集团,广东省东莞市石龙镇西湖区环湖西路
True,东莞东,False,False,True,广铁集团,广东省东莞市常平镇麦元乡
True,丰顺,False,False,True,广铁集团,广东省丰顺县
True,苏坂,False,False,False,南昌铁路局,福建省龙岩市新罗区苏坂乡
True,塔前,False,False,False,南昌铁路局,江西省乐平市塔前镇马家村
True,西江,False,False,False,南昌铁路局,江西省会昌县西江镇
True,小池镇,False,False,False,南昌铁路局,福建省龙岩市新罗区小池镇
True,小舟,False,False,False,南昌铁路局,福建省泉州市安溪县感德镇福田乡安都村
True,新泉镇,False,False,False,南昌铁路局,福建省龙岩市连城县新泉镇
True,安溪,False,False,True,南昌铁路局,福建省泉州市安溪县城厢镇砖文村
True,茶陵,False,False,True,南昌铁路局,湖南省茶陵县思聪乡老虎山车站路
True,茶陵南,False,False,True,南昌铁路局,湖南省茶陵县下东乡桥边街道
True,长汀,False,False,True,南昌铁路局,福建省龙岩市长汀县汀州镇
True,崇仁,False,False,True,南昌铁路局,江西省抚州市崇仁县巴山镇站前路1号
True,德安,False,False,True,南昌铁路局,江西省德安县东风路
True,定南,False,False,True,南昌铁路局,江西省定南县历市镇
True,安阳,True,True,True,郑州铁路局,河南省河南省安阳市解放路1号
True,安阳东,False,False,True,郑州铁路局,河南省安阳市文明大道与海兴路交叉口往南500米
True,长葛,False,False,True,郑州铁路局,河南省许昌市长葛县车站街103号
True,北流,False,False,True,南宁铁路局,广西壮族自治区北流市北流镇鸭埌村
True,册亨,False,False,True,南宁铁路局,贵州省册亨县巧马镇
True,岑溪,False,False,True,南宁铁路局,广西壮族自治区岑溪市站前大道
True,崇左,False,False,True,南宁铁路局,广西壮族自治区崇左市江南路45号
True,道州,False,False,True,南宁铁路局,湖南省道县营江乡百地头社区
True,东安东,False,False,True,南宁铁路局,湖南省东安县舜黄大道（天成实验学校对面）
True,防城港北,False,False,True,南宁铁路局,广西壮族自治区防城港市防城区金花茶大道
True,巴林,False,False,True,哈尔滨铁路局,内蒙古自治区牙克石市巴林镇巴林车站
True,白奎堡,False,False,True,哈尔滨铁路局,黑龙江省哈尔滨市呼兰区白奎镇
True,宝林,False,False,True,哈尔滨铁路局,黑龙江省林口县龙爪乡宝林村
True,宝泉岭,False,False,True,哈尔滨铁路局,黑龙江省鹤岗市萝北县宝泉岭镇哈萝公路西侧
True,北安,True,True,True,哈尔滨铁路局,黑龙江省北安市
True,背荫河,False,False,True,哈尔滨铁路局,黑龙江省五常市背荫河镇
True,笔架山,False,False,True,哈尔滨铁路局,黑龙江省双鸭山市集贤兴安乡
True,滨江,False,False,True,哈尔滨铁路局,黑龙江省哈尔滨市道外区滨江街28号
True,泗县站（既有）,True,True,True,上海铁路局,安徽省宿州市泗县泗县火车站
True,舒城站（既有）,False,False,True,上海铁路局,安徽省六安市舒城县杭埠镇东盛路38号
True,庐江站（既有）,True,True,True,上海铁路局,安徽省合肥市庐江县万山镇站前街西端
True,桐城站（既有）,True,False,True,上海铁路局,安徽省桐城市龙眠街道海峰东路1号
True,安庆西站（既有）,True,False,True,上海铁路局,安徽省安庆市怀宁县高河镇独秀大道
True,天柱山站（既有）,True,False,True,上海铁路局,安徽省安庆市潜山县皖国路
True,博兴,True,True,True,济南铁路局,山东省滨州市博兴县胜利四路258号
True,曹县,False,False,True,济南铁路局,山东省曹县东外环路
True,昌乐,False,False,True,济南铁路局,山东省潍坊市昌乐县新昌路2号
True,城阳,False,False,True,济南铁路局,山东省山东省青岛市城阳区正阳街西首
True,安康,True,True,True,西安铁路局,陕西省汉滨区进站路
True,源迁,False,False,False,济南铁路局,山东省淄博市博山区源泉镇西高村
,,,,,,
True,道镇,False,False,False,西安铁路局,陕西省延安市甘泉县道镇道镇村
True,洞子崖,False,False,False,西安铁路局,陕西省渭南市澄城县冯原镇洞子崖村
True,杜赵,False,False,False,西安铁路局,陕西省蒲城县椿林镇护难村
True,冯家山,False,False,False,西安铁路局,陕西省宝鸡市凤翔县长青镇冯家山水库
True,凤翔,False,False,False,西安铁路局,陕西省宝鸡市凤翔县长青镇宝冯路与陈村路口
True,佛山,True,True,True,广铁集团,广东省广东省佛山市禅城区站前路30号
True,高州,False,False,True,广铁集团,广东省高州市山美管区同进村高州火车站
True,古镇,False,False,True,广铁集团,广东省中山市古镇镇旺来工业区对面古镇轻轨站
True,光明城,False,False,True,广铁集团,广东省广东省深圳市光明区
True,白合,False,False,False,郑州铁路局,河南省孟津县白鹤镇白鹤村
True,北板桥,False,False,False,郑州铁路局,山西省晋城市泽州县巴公镇北板桥村
True,长子,False,False,False,郑州铁路局,山西省长治市长子县西南呈村
True,大辛庄,False,False,False,郑州铁路局,山西省长治市郊区大辛庄镇
True,待王,False,False,False,郑州铁路局,河南省焦作市马村区
True,东坡,False,False,False,郑州铁路局,山西省晋城市泽州县大箕镇东坡村
True,安多,False,False,False,青藏铁路公司,西藏自治区安多县
True,察尔汗,False,False,False,青藏铁路公司,青海省格尔木市东城区察尔汗行委
True,察汗诺,False,False,False,青藏铁路公司,青海省海西州乌兰县
True,达布逊,False,False,False,青藏铁路公司,青海省格尔木市东城区察尔汗行委
True,当雄,False,False,False,青藏铁路公司,西藏自治区当雄县当曲卡镇
True,雁石,False,False,False,南昌铁路局,福建省龙岩市新罗区雁石镇礼邦村
True,营盘上,False,False,False,南昌铁路局,江西省兴国县营盘上
True,硬石岭,False,False,False,南昌铁路局,江西省鹰潭市贵溪市塔桥园艺场
True,张巷,False,False,False,南昌铁路局,江西省丰城市张巷镇
True,峙滩,False,False,False,南昌铁路局,江西省景德镇市浮梁县雌滩乡
True,中复,False,False,False,南昌铁路局,福建省龙岩市长汀县南山镇
True,苎园,False,False,False,南昌铁路局,福建省龙岩市上杭县古田镇
,,,,,,
True,东乡,False,False,True,南昌铁路局,江西省东乡县迎宾大道站前路
True,分宜,False,False,True,南昌铁路局,江西省分宜县站前路
True,丰城,False,False,True,南昌铁路局,江西省丰城市站前西路104号
True,丰城南,False,False,True,南昌铁路局,江西省丰城市荣塘镇
True,福安,False,False,True,南昌铁路局,福建省福安市湾坞村
True,福鼎,False,False,True,南昌铁路局,福建省福鼎市丹岐村
True,福清,False,False,True,南昌铁路局,福建省福清市龙江街道苍霞村福清火车站
True,福州,True,True,True,南昌铁路局,福建省福州市晋安区华林路502号
True,福州南,False,False,True,南昌铁路局,福建省福州市仓山区城门镇胪雷村站前路1号
True,长垣,True,True,True,郑州铁路局,河南省长垣县博爱路
True,长治,True,True,True,郑州铁路局,山西省长治市郊区堠北庄镇
True,长治北,False,False,True,郑州铁路局,山西省长治市郊区漳泽东街79号
True,邓州,True,True,True,郑州铁路局,河南省邓州市火车站
True,东明县,False,False,True,郑州铁路局,山东省东明县站前路54号
True,高平,False,False,True,郑州铁路局,山西省高平市新建路209号
True,巩义,True,True,True,郑州铁路局,河南省巩义市光明路1号
True,扶绥,False,False,True,南宁铁路局,广西壮族自治区扶绥县新华路206号
True,富川,False,False,True,南宁铁路局,广西壮族自治区富川县古城镇塘贝村
True,贵港,True,True,True,南宁铁路局,广西壮族自治区贵港市江北东路518号
True,桂林,True,True,True,南宁铁路局,广西壮族自治区桂林市中山南路39号
True,桂平,False,False,True,南宁铁路局,广西壮族自治区桂平县西山镇
True,合浦,False,False,True,南宁铁路局,广西壮族自治区合浦县廉州镇还珠南路
True,河唇,False,False,True,南宁铁路局,广东省廉江市河唇镇
True,贺州,False,False,True,南宁铁路局,广西壮族自治区贺州市黄田镇
True,化州,False,False,True,南宁铁路局,广东省化州市站前路139号
True,勃利,True,True,True,哈尔滨铁路局,黑龙江省勃利县城西街站前路84号
True,博克图,True,True,True,哈尔滨铁路局,内蒙古自治区牙克石市博克图镇大直街博克图站
True,柴河,False,False,True,哈尔滨铁路局,黑龙江省海林市柴河镇
True,长汀镇,False,False,True,哈尔滨铁路局,黑龙江省海林市
True,辰清,False,False,True,哈尔滨铁路局,黑龙江省黑河市孙吴县辰清镇
True,晨明,False,False,True,哈尔滨铁路局,黑龙江省伊春市南岔区晨明镇
True,成高子,False,False,True,哈尔滨铁路局,黑龙江省哈市香坊区哈成路158号
True,成吉思汗,False,False,True,哈尔滨铁路局,内蒙古自治区扎兰屯市成吉思汗镇大汗路成吉思汗车站
True,楚山,False,False,True,哈尔滨铁路局,黑龙江省林口县龙爪乡楚山村
True,太湖站（既有）,False,False,True,上海铁路局,安徽省安庆市太湖县高界路35号
True,宿松站（既有）,True,True,True,上海铁路局,安徽省安庆市宿松县破凉镇通站公路
True,黄梅站（既有）,False,False,True,上海铁路局,湖北省黄梅县黄梅镇站前大道496号
True,安庆站（既有）,False,False,True,上海铁路局,安徽省安庆市经济开发区迎宾路192号
True,六安站（既有）,False,False,True,上海铁路局,安徽省六安市裕安区312国道旁
True,巢湖站（既有）,True,True,True,上海铁路局,安徽省巢湖市太湖山路33号
True,叶集站（既有）,False,False,True,上海铁路局,安徽省六安市叶集改革试验区站前路
True,扬州站（既有）,True,True,True,上海铁路局,江苏省扬州市文昌西路扬州火车站
True,江都站（既有）,False,False,True,上海铁路局,江苏省扬州市江都区新都北路
True,磁窑,False,False,True,济南铁路局,山东省泰安市宁阳县磁窑镇车站街170号
True,定陶,False,False,True,济南铁路局,山东省定陶县济阴路东
True,东营,True,True,True,济南铁路局,山东省东营市东营区玉山路5号
True,费县,False,False,True,济南铁路局,山东省费县站前路189号
True,高密,False,False,True,济南铁路局,山东省高密市站前街
True,海阳,False,False,True,济南铁路局,山东省海阳市徐家店镇徐家店村火车站路1号
True,安口窑,False,False,True,西安铁路局,甘肃省华亭县安口窑镇瓷市街
True,巴山,False,False,True,西安铁路局,陕西省镇巴县巴山镇火车站
True,白河东,False,False,True,西安铁路局,陕西省安康市白河县城关镇狮子山社区
True,白河县,False,False,True,西安铁路局,陕西安康市白河县群力村
True,白水江,True,True,True,西安铁路局,陕西省汉中市略阳县白水江镇
True,宝鸡,True,True,True,西安铁路局,陕西省宝鸡市迎宾路1号
True,布列开,False,False,False,乌鲁木齐铁路局,新疆伊犁哈萨克自治州伊宁县
True,红柳河,False,False,False,乌鲁木齐铁路局,甘肃省瓜州县
True,精河,False,False,False,乌鲁木齐铁路局,新疆精河县
True,金银川,False,False,False,乌鲁木齐铁路局,新疆维吾尔自治区阿克苏地区阿克苏市
True,柯坪,False,False,False,乌鲁木齐铁路局,新疆维吾尔自治区阿克苏地区柯坪县
True,了墩,False,False,False,乌鲁木齐铁路局,新疆维吾尔自治区哈密市
True,德令哈,False,False,True,青藏铁路公司,青海省德令哈市长江路1号
True,格尔木,True,True,True,青藏铁路公司,青海省格尔木市迎宾路39号
True,海石湾,False,False,True,青藏铁路公司,甘肃省兰州市红古区海石湾镇
True,湟源,False,False,True,青藏铁路公司,青海省湟源县大华镇池汉村
True,拉萨,True,True,True,青藏铁路公司,西藏自治区拉萨市柳梧新区
True,乌鲁木齐,True,True,True,乌鲁木齐铁路局,新疆维吾尔自治区乌鲁木齐市经济技术开发区高铁北六路1号
True,阿克苏,True,True,True,乌鲁木齐铁路局,新疆维吾尔自治区阿克苏地区阿克苏市
True,阿克陶,False,False,True,乌鲁木齐铁路局,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿克陶县
True,阿拉山口,True,True,True,乌鲁木齐铁路局,新疆博尔塔拉蒙古自治州阿拉山口市艾比湖路2号
True,阿图什,True,True,True,乌鲁木齐铁路局,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿图什市
True,巴楚,True,True,True,乌鲁木齐铁路局,新疆维吾尔自治区喀什地区巴楚县
True,北屯市,True,True,True,乌鲁木齐铁路局,新疆北屯市
True,福临堡,False,False,False,西安铁路局,陕西省宝鸡市金台区宝福路西段
True,甘泉,False,False,False,西安铁路局,陕西省甘泉县太皇山村
True,高梁铺,False,False,False,西安铁路局,陕西省安康市汉阴县平凉镇安河村
True,高潭子,False,False,False,西安铁路局,陕西省汉中市略阳县乐素河镇邓登垭村
True,虢镇,False,False,False,西安铁路局,陕西省宝鸡市陈仓区虢镇和平街
True,韩家河,False,False,False,西安铁路局,陕西省蒲城县洛滨镇韩家河村
True,贺家河,False,False,False,西安铁路局,陕西省洛川县朱牛乡贺家河村
True,红石峡,False,False,False,西安铁路局,陕西省榆林市榆阳区红石峡
True,安陆,False,False,True,武汉铁路局,湖北省安陆市
True,巴东,False,False,True,武汉铁路局,湖北省恩施州巴东县野山关镇
True,长阳,False,False,True,武汉铁路局,湖北省宜昌市长阳土家族自治县贺家坪镇渔泉溪村
True,广州,True,True,True,广铁集团,广东省广州市环市西路１５９号
True,广州北,False,False,True,广铁集团,广东省广州市花都区站前路1号
True,广州东,True,True,True,广铁集团,广东省广州市天河区东站路一号　
True,广州南,False,False,True,广铁集团,广东省广州市番禺区钟村镇石壁村广州南车站
True,海口,True,True,True,广铁集团,海南省海口市秀英区粤海大道
True,海口东,False,False,True,广铁集团,海南省海口市迎宾大道凤翔路与龙昆南路交界处海口火车东公交站
True,和平,False,False,True,广铁集团,广东省河源市和平县
True,河源,True,True,True,广铁集团,广东省河源市建设大道西站前路
True,东田良,False,False,False,郑州铁路局,山西省长治市长子县慈林镇东田良村
True,东元庆,False,False,False,郑州铁路局,山西省晋城市泽州县高都镇东元庆村
True,封丘,False,False,False,郑州铁路局,河南省封丘县黄德镇蒋村
True,后寨,False,False,False,郑州铁路局,河南省焦作市中站区后寨车站
True,滑县南,False,False,False,郑州铁路局,河南省滑县牛屯镇鸭固村
True,孔庄,False,False,False,郑州铁路局,山西省晋城市泽州县大箕镇孔庄村
True,二郎,False,False,False,青藏铁路公司,青海省海西州天峻县
True,刚察,False,False,False,青藏铁路公司,青海省海北州刚察县
True,关角,False,False,False,青藏铁路公司,青海省海西州天峻县
True,哈尔盖,False,False,False,青藏铁路公司,青海省海北州刚察县哈尔盖镇
True,海晏,False,False,False,青藏铁路公司,青海省海北州海晏县三角城镇西岔村
True,柯柯,False,False,False,青藏铁路公司,青海省海西州乌兰县
True,抚州,False,False,True,南昌铁路局,江西省抚州市高新技术开发区揭暄大道抚州火车站
True,抚州北,False,False,True,南昌铁路局,江西省抚州市工业园区
True,赣州,True,True,True,南昌铁路局,江西省赣州市章贡区沙河镇
True,共青城,False,False,True,南昌铁路局,江西省共青城甘露区
True,古田,False,False,True,南昌铁路局,福建省古田市黄田镇
True,巩义南,False,False,True,郑州铁路局,河南省巩义市回郭镇
True,关林,False,False,True,郑州铁路局,河南省洛阳市洛龙区古城路东部
True,鹤壁,False,False,True,郑州铁路局,河南省鹤壁市淇滨区黎阳路西段
True,鹤壁东,False,False,True,郑州铁路局,河南省安阳市文明大道与海兴路交叉口往南501米
True,获嘉,False,False,True,郑州铁路局,河南省获嘉县
True,济源,True,True,True,郑州铁路局,河南省济源市北海办事处小李庄村
True,江华,False,False,True,南宁铁路局,湖南省江华县江华大道
True,江永,False,False,True,南宁铁路局,湖南省江永县上江圩镇
True,金城江,False,False,True,南宁铁路局,广西壮族自治区河池市解放路02号
True,来宾,True,True,True,南宁铁路局,广西壮族自治区来宾市兴宾区铁道一路84号
True,来宾北,False,False,True,南宁铁路局,广西壮族自治区来宾市东环大道环站路
True,濑湍,False,False,True,南宁铁路局,广西壮族自治区崇左市江州区濑湍镇
True,黎塘,True,True,True,南宁铁路局,广西壮族自治区宾阳县黎塘镇黎塘火车站
True,廉江,False,False,True,南宁铁路局,广东省廉江市廉城镇环市东路
True,零陵,False,False,True,南宁铁路局,湖南省永州市零陵区
True,嵯岗,False,False,True,哈尔滨铁路局,内蒙古自治区 呼伦贝尔市新巴尔虎左旗嵯岗镇嵯岗火车站
True,大庆,True,True,True,哈尔滨铁路局,黑龙江省大庆市萨尔图区中桥路51号
True,大庆西,True,True,True,哈尔滨铁路局,黑龙江省大庆市让湖路区西虹路40号
True,大兴,False,False,True,哈尔滨铁路局,黑龙江省泰来县大兴镇大兴车站
True,大雁,True,True,True,哈尔滨铁路局,内蒙古自治区鄂温克旗巴彦镇前卫街大雁站
True,大杨树,True,True,True,哈尔滨铁路局,内蒙古自治区呼伦贝尔盟鄂伦春自治旗大杨树镇
True,带岭,False,False,True,哈尔滨铁路局,黑龙江省伊春市带岭区
True,泰州站（既有）,True,True,True,上海铁路局,江苏省泰州市海陵区京泰路1号
True,姜堰站（既有）,False,False,True,上海铁路局,江苏省泰州市姜堰区站前路1号
True,南通站（既有）,True,True,True,上海铁路局,江苏省南通市港闸区幸福乡南通火车站
True,如皋站（既有）,False,False,True,上海铁路局,江苏省如皋市如城镇大殷村15组如皋火车站
True,海安县站（既有）,False,False,True,上海铁路局,江苏省南通市海安县迎宾路98号
True,如东站（既有）,False,False,True,上海铁路局,江苏省南通市如东县苴镇刘埠村如东火车站
True,菏泽,False,False,True,济南铁路局,山东省菏泽市中华路东
True,济南,True,True,True,济南铁路局,山东省济南市天桥区车站街
True,济南东,False,True,True,济南铁路局,山东省济南市天桥区明湖北路1号
True,济南西,False,False,True,济南铁路局,山东省济南市槐荫区齐鲁大道6号
True,济宁,True,True,True,济南铁路局,山东省济宁市建设南路1号
True,嘉祥,False,False,True,济南铁路局,山东省嘉祥县站前路南
True,胶州,True,True,True,济南铁路局,山东省胶州市青州西路235号
True,白银市,False,False,True,兰州铁路局,甘肃省白银市建设东路168号白银市车站
True,白银西,True,True,True,兰州铁路局,甘肃省白银市白银西车站
True,长征,False,False,True,兰州铁路局,甘肃省白银市平川区长征车站
True,大武口,False,False,True,兰州铁路局,宁夏回族自治区石嘴山市大武口区大武口车站
True,柏果,False,False,True,昆明铁路局,贵州省六盘水市盘县柏果镇柏果火车站
True,岔江,False,False,True,昆明铁路局,贵州省兴义市乌沙镇岔江火车站
True,楚雄,False,False,True,昆明铁路局,云南省楚雄市开发区振兴路381号楚雄火车站
True,大理,False,False,True,昆明铁路局,云南省下关市巍山路大理火车站
True,宝鸡南,False,False,True,西安铁路局,陕西省宝鸡市高新五路南端宝鸡南高铁火车站
True,蔡家坡,True,True,True,西安铁路局,陕西省宝鸡市岐山县蔡家坡镇自强路西段
True,朝天,True,True,True,西安铁路局,四川省广元市朝天区
True,城固,True,True,True,西安铁路局,陕西省汉中市城固县城关镇
True,大荔,False,False,True,西安铁路局,陕西省渭南市大荔县北四环路大荔高铁火车站
True,柳树泉,False,False,False,乌鲁木齐铁路局,新疆维吾尔自治区哈密市
True,七泉湖,False,False,False,乌鲁木齐铁路局,新疆维吾尔自治区吐鲁番地区七泉湖镇
True,山口,False,False,False,乌鲁木齐铁路局,新疆维吾尔自治区哈密市
True,五五,False,False,False,乌鲁木齐铁路局,新疆五五新镇
True,鱼儿沟,False,False,False,乌鲁木齐铁路局,新疆维吾尔自治区乌鲁木齐南山矿区
True,乐都,False,False,True,青藏铁路公司,青海省海东市乐都区碾伯镇东门巷42号
True,那曲,False,False,True,青藏铁路公司,西藏自治区那曲地区那曲镇
True,尼木,False,False,True,青藏铁路公司,西藏自治区拉萨市尼木县
True,博乐,False,False,True,乌鲁木齐铁路局,新疆博乐市
True,福海,False,False,True,乌鲁木齐铁路局,新疆阿勒泰地区福海县
True,哈密,True,True,True,乌鲁木齐铁路局,新疆维吾尔自治区哈密市
True,花楼坝,False,False,False,西安铁路局,四川省万源市花楼乡
True,火烧寨,False,False,False,西安铁路局,陕西省宝鸡市陇县火烧寨乡
True,赤壁北,False,False,True,武汉铁路局,湖北省赤壁市
True,赤壁,True,True,True,武汉铁路局,湖北省赤壁市
True,大冶北,False,False,True,武汉铁路局,湖北省大冶市五桥办事处新美村
True,当阳,True,True,True,武汉铁路局,湖北省当阳市坝陵开发区车站路
True,衡山,False,False,True,广铁集团,湖南省衡阳市衡山县
True,衡山西,False,False,True,广铁集团,湖南省衡山县开云镇
True,衡阳,True,True,True,广铁集团,湖南省衡阳市珠晖区车站坪1号
True,莲东,False,False,False,郑州铁路局,河南省济源市五龙口镇莲东村
True,留庄,False,False,False,郑州铁路局,河南省洛阳市吉利区马洞村
True,孟津,False,False,False,郑州铁路局,河南省孟津县送庄乡新庄村
